Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
	Kirkland	Kyle R.		A	CA20	2024	2/4/2024	10056710
	Kirkland	Kyle R.		C	CA20	2024	2/4/2024	10056706
	Kirkland	Kyle R.		X	CA20	2024	2/7/2024	8220129
	Klee Hood	Sarah		W	NY22	2024	8/13/2024	7994
	Klee Hood	Sarah		X	NY22	2024	4/23/2024	30019835
Mr.	Knight	David		C	CA43	2024	2/2/2024	10056699
	Knott	Brad		C	NC13	2024	9/13/2024	10060459
	Knott	Brad		X	NC13	2024	5/14/2024	30021467
Hon.	Knott	Brad		H	NC13	2024	8/13/2025	10071922
Hon.	Knott	Brad		X	NC13	2024	6/2/2025	8221064
	Koslow	Michael S.		C	CA26	2024	5/14/2025	10068934
	Kraft	Ryan Olivier Christian		C	OR00	2024	4/24/2024	10058986
	Kramer	Anna Cheng		C	CA15	2024	5/11/2024	8220318
	Krautter	Joel		C	MT02	2024	5/15/2024	10061006
	Krebaum	William B.		D	MI06	2024	6/7/2024	40003665
	Kregler	William		C	NY07	2024	5/14/2024	10060388
	Kregler	William		X	NY07	2024	5/14/2024	30021481
	Kreiselmaier	Elizabeth		D	WA06	2024	4/9/2024	8220208
	Kreiselmaier	Elizabeth		W		2024		8220211
	Kripchak	Michael L.		D	OH06	2024	2/21/2024	40003605
Hon.	Krishnamoorthi	S. Raja		O	IL08	2024	8/6/2025	10066035
Hon.	Krishnamoorthi	S. Raja		X	IL08	2024	4/16/2025	30022655
	Kruttiventi	Vin		C	CA14	2024	5/5/2024	10058942
	Kucinich	Dennis		A	OH07	2024	6/4/2024	10062091
	Kucinich	Dennis		C	OH07	2024	5/15/2024	10061834
	Kulikoff	Kelly		C	CA20	2024	1/22/2024	10056642
Hon.	Kustoff	David		O	TN08	2024	8/13/2025	10066003
Hon.	Kustoff	David		X	TN08	2024	5/12/2025	30023428
Hon.	LaHood	Darin McKay		O	IL16	2024	5/15/2025	10068136
Hon.	LaHood	Darin McKay		P	IL16	2024	9/27/2024	20025916
Hon.	Lalota	Nicholas Joseph		O	NY01	2024	7/29/2025	10069103
Hon.	Lalota	Nicholas Joseph		X	NY01	2024	5/15/2025	30023921
Hon.	LaMalfa	Doug		O	CA01	2024	5/14/2025	10067870
Hon.	Lamborn	Doug		P	CO05	2024	3/13/2024	8220177
Hon.	Lamborn	Doug		P	CO05	2024	4/12/2024	8220205
Hon.	Lamborn	Doug		P	CO05	2024	5/15/2024	8220312
Hon.	Lamborn	Doug		P	CO05	2024	6/3/2024	8220431
Hon.	Lamborn	Doug		P	CO05	2024	8/12/2024	8220589
Hon.	Lamborn	Doug		P	CO05	2024	10/23/2024	8220665
Hon.	Lamborn	Doug		P	CO05	2024	12/5/2024	8220692
Mr.	Lancaster	Jarrad Ray		D	IN03	2024	4/5/2024	8220209
Mr.	Lancaster	Jarrad Ray		D	IN03	2024	4/8/2024	40003619
Hon.	Landsman	Greg		O	OH01	2024	5/13/2025	10066018
Hon.	Landsman	Greg		P	OH01	2024	8/14/2024	20025622
Hon.	Landsman	Greg		P	OH01	2024	9/23/2024	20025834
Hon.	Landsman	Greg		P	OH01	2024	10/14/2024	20025946
Hon.	Landsman	Greg		P	OH01	2024	11/14/2024	20026101
Hon.	Landsman	Greg		P	OH01	2024	12/12/2024	20026361
Hon.	Langworthy	Nick		O	NY23	2024	5/15/2025	10068912
	Lankenau	Steve		W	OH09	2024	5/13/2024	7961
	Lapides	Bennett		D	TN01	2024	5/16/2024	40003655
	Larivee	Kevin		D	MA06	2024	1/29/2025	40003699
Mr.	LARSEN	FLEMMING  STEEN		C	NV01	2024	5/15/2024	10059440
Hon.	Larsen	Rick		O	WA02	2024	7/14/2025	10066875
Hon.	Larsen	Rick		P	WA02	2024	1/19/2024	20024339
Hon.	Larsen	Rick		P	WA02	2024	4/10/2024	20024842
Hon.	Larsen	Rick		P	WA02	2024	7/17/2024	20025486
Hon.	Larsen	Rick		X	WA02	2024	5/12/2025	30023427
Hon.	Larson	John B.		O	CT01	2024	5/15/2025	10067089
	Laster	Justin		C	GA08	2024	5/21/2024	10061941
	Latimer	George		C	NY16	2024	6/6/2024	8220476
Hon.	Latimer	George		H	NY16	2024	9/12/2025	10072356
Hon.	Latta	Robert E.		O	OH05	2024	5/3/2025	10066043
Hon.	Latta	Robert E.		P	OH05	2024	2/14/2024	20024505
Hon.	Latta	Robert E.		P	OH05	2024	4/20/2024	20024901
Hon.	Latta	Robert E.		P	OH05	2024	6/9/2024	20025238
Hon.	Latta	Robert E.		P	OH05	2024	7/21/2024	20025507
Hon.	Latta	Robert E.		P	OH05	2024	11/7/2024	20026165
Hon.	Lawler	Michael Vincent		O	NY17	2024	8/12/2025	10068441
Hon.	Lawler	Michael Vincent		X	NY17	2024	5/13/2025	30023584
	Lawrence	Case McKay		C	UT03	2024	6/20/2024	10062317
	Lee	John		C	NV04	2024	5/15/2024	10059348
Hon.	Lee	Laurel		O	FL15	2024	8/12/2025	10070530
Hon.	Lee	Laurel		P	FL15	2024	9/14/2024	20025714
Hon.	Lee	Laurel		P	FL15	2024	11/21/2024	20026063
Hon.	Lee	Laurel		X	FL15	2024	5/15/2025	8220929
Hon.	Lee	Laurel		X	FL15	2024	6/2/2025	8221068
Hon.	Lee	Laurel Mrs		P	FL15	2024	1/4/2024	20024249
Hon.	Lee	Laurel Mrs		P	FL15	2024	5/25/2024	20025116
Hon.	Lee	Laurel Mrs		P	FL15	2024	8/5/2024	20025546
Hon.	Lee	Summer		O	PA12	2024	6/10/2025	10070498
Hon.	Lee	Susie		O	NV03	2024	8/12/2025	10066152
Hon.	Lee	Susie		P	NV03	2024	5/24/2024	20025096
Hon.	Lee	Susie		X	NV03	2024	4/16/2025	30022691
	Lee Carter	Erica		C	TX18	2024	9/7/2024	10062881
Hon.	Leger Fernandez	Teresa		O	NM03	2024	8/12/2025	10066929
Hon.	Leger Fernandez	Teresa		X	NM03	2024	4/29/2025	30022916
	Leguia	Lana		C	NJ07	2024	7/29/2026	10081416
	Leigh	Joseph		C	GA14	2024	5/13/2024	10060856
	Lenard	Willie James		W	AL02	2024	4/19/2024	7936
	Lerner	Kari		C	FL19	2024	2/26/2024	10056816
Hon.	Letlow	Julia		A	LA05	2024	1/13/2026	10072697
Hon.	Letlow	Julia		A	LA05	2024	8/13/2026	10077160
Hon.	Letlow	Julia		O	LA05	2024	8/13/2025	10068504
Hon.	Letlow	Julia		X	LA05	2024	5/14/2025	30023617
	Levasseur	Joseph		C	NH01	2024	9/3/2024	10062871
Hon.	Levin	Mike		O	CA49	2024	5/5/2025	10066874
	Levinson	Eric		C	NC14	2024	7/24/2024	10061447
	Levinson	Eric		X	NC14	2024	5/17/2024	30021916
	Lewallen	Leslie		C	WA03	2024	5/14/2024	10061214
	Leyva	Mark J.		C	IN01	2024	7/11/2024	10062436
	Liccardo	Sam T.		C	CA16	2024	5/15/2024	10060033
Hon.	Liccardo	Sam T.		A	CA16	2024	5/11/2025	10067895
Hon.	Liccardo	Sam T.		A	CA16	2024	11/3/2025	10072768
Hon.	Liccardo	Sam T.		H	CA16	2024	5/9/2025	10067339
Hon.	Lieu	Ted		O	CA36	2024	8/5/2025	10068523
Hon.	Lieu	Ted		X	CA36	2024	5/14/2025	30023628
	Limon	Tracy L Mft		C	IA03	2024	3/13/2025	10063534
	Lincoln	Kevin		C	CA09	2024	5/15/2024	10061482
	Lineberger	Ernest Robinson	III	C	TX26	2024	4/27/2024	10059239
	Lipetri	Mike		C	NY03	2024	4/12/2024	10056999
Dr.	Litaker	Robin		C	AL07	2024	5/8/2024	10060176
	Lloyd	Tanya W.		C	TX27	2024	5/7/2025	10067649
	Lochner	Jill Andrea		C	NY21	2024	5/12/2024	10060670
	Loesby	Matthew		D	ID01	2024	3/28/2024	40003617
Hon.	Lofgren	Zoe		O	CA18	2024	5/9/2025	10066636
	Logan	George S.		C	CT05	2024	5/15/2024	10061451
	Lopez	Greg		A	CO04	2024	5/20/2024	10061936
	Lopez	Greg		C	CO04	2024	5/12/2024	10060649
	Lopez	Jonathan		C	UT04	2024	3/26/2024	10056933
	Lorenzen	Mark		C	TX17	2024	1/29/2024	10056674
Dr.	Lorinser	Bob James	Jr.	C	MI01	2024	7/1/2024	10062386
	Lou	Bruce C.		C	CA11	2024	5/6/2024	10059810
Hon.	Loudermilk	Barry		O	GA11	2024	5/14/2025	10068474
	Lovelace	Jared Bryant		C	TX10	2024	4/26/2024	10059219
	Lovelace	Jared Bryant		W	TX10	2024	4/26/2024	7949
	Low	Evan		C	CA16	2024	5/14/2024	10060521
	Loyd	Joshua		C	IL13	2024	9/13/2024	10062918
	Lubin	Rob		C	NY02	2024	10/18/2024	10063043
	Lubin	Rob		C	NY02	2024	10/24/2024	8220667
Hon.	Lucas	Frank D.		O	OK03	2024	7/14/2025	10067226
Hon.	Lucas	Frank D.		X	OK03	2024	5/2/2025	30023029
Hon.	Luttrell	Morgan Joe		A	TX08	2024	8/13/2026	10081362
Hon.	Luttrell	Morgan Joe		O	TX08	2024	8/12/2025	10066251
Hon.	Luttrell	Morgan Joe		X	TX08	2024	4/17/2025	30022715
	Lyerly	Kristin		C	WI08	2024	8/8/2024	10060848
	Lyerly	Kristin		X	WI08	2024	5/15/2024	8220384
Ms.	Lynch	Christy		C	LA02	2024	9/3/2024	10062873
	Lynch	Mike		C	CO04	2024	5/16/2024	8220322
Hon.	Lynch	Stephen F.		O	MA08	2024	5/14/2025	10066502
Hon.	Lynch	Stephen F.		P	MA08	2024	5/9/2024	20025025
Hon.	Lynch	Stephen F.		P	MA08	2024	5/23/2024	20025123
Hon.	Lynch	Stephen F.		P	MA08	2024	8/7/2024	20025563
	Lythcott-Haims	Julie		C	CA16	2024	2/3/2024	10056518
	Lythcott-Haims	Julie		X	CA16	2024	2/7/2024	8220130
Hon.	Mace	Nancy		A	SC01	2024	6/13/2026	10081054
Hon.	Mace	Nancy		A	SC01	2024	6/14/2026	10081059
Hon.	Mace	Nancy		O	SC01	2024	8/13/2025	10068976
Hon.	Mace	Nancy		X	SC01	2024	5/15/2025	30023857
	MacEwen	Drew C.		C	WA06	2024	5/8/2024	10060244
	Macey	Jeff		C	FL01	2024	12/29/2024	10063210
	MacGuffie	Robert W.		C	CT04	2024	4/29/2024	10058790
	MacIe	Mara Heather		C	FL05	2024	5/20/2024	10061930
Hon.	Mackenzie	Ryan Edward		C	PA07	2024	5/15/2024	10060652
Hon.	Mackenzie	Ryan Edward		H	PA07	2024	8/13/2025	10068819
Hon.	MacKenzie	Ryan Edward		X	PA07	2024	5/14/2025	30023799
Hon.	Magaziner	Seth		O	RI02	2024	4/25/2025	10066344
Hon.	Magaziner	Seth		P	RI02	2024	7/2/2024	20025372
	Mahesh	Kamal Al		W	TX24	2024	4/18/2024	7928
Hon.	Malliotakis	Nicole		O	NY11	2024	8/7/2025	10068082
Hon.	Malliotakis	Nicole		P	NY11	2024	1/30/2024	8220119
Hon.	Malliotakis	Nicole		P	NY11	2024	6/14/2024	8220508
Hon.	Malliotakis	Nicole		P	NY11	2024	1/7/2025	8220710
Hon.	Malliotakis	Nicole		X	NY11	2024	5/12/2025	30023413
Hon.	Maloy	Celeste		O	UT02	2024	5/22/2025	10069198
Mr.	Mandel	Charles Scott		C	TX27	2024	2/3/2024	10056625
Mr.	Mandel	Charles Scott		X	TX27	2024	2/7/2024	8220131
	Mangeris	Douglas		C	CO04	2024	12/10/2025	10072997
Hon.	Mann	Tracey Robert		A	KS01	2024	8/13/2026	9116278
Hon.	Mann	Tracey Robert		O	KS01	2024	8/1/2025	10066079
Hon.	Mann	Tracey Robert		P	KS01	2024	4/5/2024	20024810
Hon.	Mann	Tracey Robert		X	KS01	2024	4/16/2025	30022666
Hon.	Manning	Kathy		P	NC06	2024	1/12/2024	20024231
Hon.	Manning	Kathy		P	NC06	2024	2/6/2024	20024436
Hon.	Manning	Kathy		P	NC06	2024	3/4/2024	20024604
Hon.	Manning	Kathy		P	NC06	2024	5/3/2024	20024982
Hon.	Manning	Kathy		P	NC06	2024	5/22/2024	20025112
Hon.	Manning	Kathy		P	NC06	2024	7/6/2024	20025373
Hon.	Manning	Kathy		P	NC06	2024	8/16/2024	20025679
Hon.	Manning	Kathy		P	NC06	2024	9/4/2024	20025770
Hon.	Manning	Kathy		P	NC06	2024	10/5/2024	20025959
Hon.	Manning	Kathy		P	NC06	2024	11/5/2024	20026143
	Mannion	John W.		C	NY22	2024	5/14/2024	10059807
Hon.	Mannion	John W.		H	NY22	2024	5/14/2025	10067141
	Mansharamani	Vikram		C	NH02	2024	8/29/2024	8220632
	Mansharamani	Vikram		X	NH02	2024	5/14/2024	30021429
	Manuel	Mel Inari		C	LA01	2024	4/20/2024	10058845
	Marin	Grady		C	OH08	2024	2/23/2024	10056820
Mr.	Markey	Michael Jay		C	MI03	2024	5/15/2024	10059717
	Marlinga	Carl J.		C	MI10	2024	5/7/2024	10060060
	Marshall	Erin		C	KY01	2024	4/22/2024	10056849
Mr.	Marter	James Thomas		C	IL14	2024	5/13/2024	10056991
	Martin	Grant		C	PA15	2024	2/14/2025	10063384
	Martin	Maria Eugenia		C	VA07	2024	4/9/2024	10056973
Hon.	Massie	Thomas		O	KY04	2024	5/8/2025	10067557
Hon.	Mast	Brian		O	FL21	2024	8/13/2025	10068357
Hon.	Mast	Brian		P	FL21	2024	3/26/2024	20024743
Hon.	Mast	Brian		X	FL21	2024	5/13/2025	30023541
	Masters	Blake		C	AZ08	2024	6/29/2024	10061566
	Masters	Blake		X	AZ08	2024	5/17/2024	30021979
Hon.	Matsui	Doris O.		A	CA07	2024	12/3/2025	8221255
Hon.	Matsui	Doris O.		O	CA07	2024	5/15/2025	8221137
Hon.	Matsui	Doris O.		P	CA07	2024	1/26/2024	20024369
Hon.	Matsui	Doris O.		P	CA07	2024	5/23/2024	20025111
Hon.	Matsui	Doris O.		P	CA07	2024	6/4/2024	20025152
Hon.	Matsui	Doris O.		P	CA07	2024	9/9/2024	20025820
	Matveyuk	Sergei		C	CO07	2024	5/14/2024	10060645
	May	Pam		C	MO06	2024	11/14/2024	10063108
	Maycumber	Jacquelin		C	WA05	2024	5/14/2024	10060955
	Mayfield	Darius		C	NJ12	2024	5/5/2024	10059770
Hon.	McBath	Lucia Kay Ms		O	GA07	2024	8/12/2025	10067071
Hon.	McBath	Lucia Kay Ms		X	GA07	2024	5/1/2025	30022985
	McBride	Sarah Elizabeth		C	DE00	2024	5/14/2024	10061266
Hon.	McBride	Sarah Elizabeth		H	DE00	2024	5/14/2025	10068060
	McCaffree	Mike		C	MO04	2024	7/5/2024	10062404
	McCaffree	Mike		D	MO04	2024	5/14/2024	40003642
Hon.	McCarthy	Kevin		T	CA20	2024	1/24/2024	10056584
Hon.	McCaul	Michael T.		O	TX10	2024	8/12/2025	9115586
Hon.	McCaul	Michael T.		P	TX10	2024	2/13/2024	8220162
Hon.	McCaul	Michael T.		P	TX10	2024	3/15/2024	8220188
Hon.	McCaul	Michael T.		P	TX10	2024	4/16/2024	8220214
Hon.	McCaul	Michael T.		P	TX10	2024	5/11/2024	8220320
Hon.	McCaul	Michael T.		P	TX10	2024	6/13/2024	8220516
Hon.	McCaul	Michael T.		P	TX10	2024	7/22/2024	8220551
Hon.	McCaul	Michael T.		P	TX10	2024	8/15/2024	8220615
Hon.	McCaul	Michael T.		P	TX10	2024	9/16/2024	8220643
Hon.	McCaul	Michael T.		P	TX10	2024	10/10/2024	8220661
Hon.	McCaul	Michael T.		P	TX10	2024	11/12/2024	8220685
Hon.	McCaul	Michael T.		P	TX10	2024	12/16/2024	8220706
Hon.	McCaul	Michael T.		P	TX10	2024	1/15/2025	8220723
Hon.	McCaul	Michael T.		X	TX10	2024	5/9/2025	8220890
Hon.	McClain	Lisa		O	MI09	2024	8/13/2025	10068828
Hon.	McClain	Lisa		X	MI09	2024	5/14/2025	30023787
Hon.	McClellan	Jennifer		O	VA04	2024	8/12/2025	10067739
Hon.	McClellan	Jennifer		X	VA04	2024	5/9/2025	30023239
Hon.	McClintock	Tom		O	CA05	2024	5/1/2025	10066549
	McCloy	John		C	FL11	2024	5/15/2024	10060520
Hon.	McCollum	Betty L.		O	MN04	2024	5/6/2025	10066584
	McConkey	Josh		C	NC13	2024	8/24/2024	10060442
	McConkey	Josh		X	NC13	2024	5/14/2024	30021440
	McCorkle	Isaac Ian		C	CO04	2024	5/23/2024	10061943
Hon.	McCormick	Richard Dean Dr		O	GA06	2024	8/13/2025	10067148
Hon.	McCormick	Richard Dean Dr		X	GA06	2024	5/2/2025	30022999
	McCrackin	Curtis M.		C	CO03	2024	5/15/2024	10061633
	McDonald Rivet	Kristen		C	MI08	2024	7/5/2024	10061233
	McDonald Rivet	Kristen		X	MI08	2024	5/17/2024	30021797
Hon.	McDonald Rivet	Kristen		A	MI08	2024	8/14/2026	10081666
Hon.	McDonald Rivet	Kristen		A	MI08	2024	8/14/2026	10081670
Hon.	McDonald Rivet	Kristen		H	MI08	2024	8/6/2025	10066394
Hon.	McDonald Rivet	Kristen		X	MI08	2024	4/21/2025	30022740
	McDow	Daniel		C	FL08	2024	5/5/2024	10059383
	McDowell	Addison		C	NC06	2024	5/13/2024	10060851
Hon.	McDowell	Addison		H	NC06	2024	8/13/2025	10068334
Hon.	McDowell	Addison		X	NC06	2024	5/13/2025	30023538
	McDowell	Jan		W	TX32	2024	4/22/2024	7939
	McFarlane	Walter James	III	C	NH01	2024	8/11/2024	10062695
Hon.	McGarvey	Morgan		O	KY03	2024	7/30/2025	10066788
Hon.	McGarvey	Morgan		P	KY03	2024	7/3/2024	20025388
Hon.	McGarvey	Morgan		P	KY03	2024	9/3/2024	20025765
Hon.	McGarvey	Morgan		P	KY03	2024	9/25/2024	20025892
Hon.	McGarvey	Morgan		P	KY03	2024	11/13/2024	20026207
Hon.	McGarvey	Morgan		P	KY03	2024	12/10/2024	20026360
Hon.	McGarvey	Morgan		X	KY03	2024	4/27/2025	30022861
Hon.	McGovern	James P.		O	MA02	2024	8/6/2025	10068384
Hon.	McGovern	James P.		X	MA02	2024	5/13/2025	30023556
Mr.	McGovern	Jay Joseph		C	FL05	2024	5/16/2024	10061883
	McGowan	Angelynn Brooke		A	NC10	2024	1/18/2024	10056627
	McGowan	Angelynn Brooke		C	NC10	2024	1/17/2024	10056621
	McGraw	Joe		C	IL17	2024	5/5/2024	10059782
Hon.	McGuire	John		C	VA05	2024	4/25/2025	10063213
Hon.	McGuire	John		H	VA05	2024	5/13/2025	10066534
Hon.	McIver	LaMonica		C	NJ10	2024	12/12/2024	10062083
Hon.	McIver	Lamonica		O	NJ10	2024	5/27/2025	10067336
	McLeod-Skinner	Jamie Eng		C	OR05	2024	5/24/2024	10061976
	McNeal	Justin Shad Mr		C	SD00	2024	4/23/2024	10056637
	McNeal	Justin Shad Mr		X	SD00	2024	1/23/2024	30019576
Mr.	Medina	Ronald Razon		C	TX11	2024	5/15/2024	10061615
Hon.	Meeks	Gregory W.		A	NY05	2024	8/14/2026	9116297
Hon.	Meeks	Gregory W.		O	NY05	2024	5/15/2025	10068784
	Meeks Milojevich	Janai		C	CA01	2024	2/18/2024	10056796
	Mehta	Leslie		C	VA01	2024	4/9/2024	10056635
	Mehta	Leslie		X	VA01	2024	1/23/2024	30019575
	Melendez	Jose E.		X	PR00	2024	2/9/2024	8220141
	Melius	Shana		C	NJ10	2024	6/4/2024	10062074
	Melvoin	Nick		W	CA30	2024	5/15/2024	7972
	Mendoza	Jesus David		C	AZ03	2024	5/13/2024	10060890
Hon.	Menendez	Robert J.		O	NJ08	2024	7/14/2025	10070454
Hon.	Menendez	Robert J.		X	NJ08	2024	5/9/2025	8220876
Hon.	Meng	Grace		O	NY06	2024	8/5/2025	10067279
Hon.	Meng	Grace		X	NY06	2024	5/4/2025	30023037
	Mercuri	Robert W.		C	PA17	2024	5/15/2024	10059167
	Merrin	Derek		C	OH09	2024	2/18/2024	10056588
	Merrin	Derek		X	OH09	2024	1/29/2024	30019579
Hon.	Messmer	Mark		H	IN08	2024	8/13/2025	10068083
Hon.	Messmer	Mark		X	IN08	2024	5/13/2025	30023470
Mr.	Messmer	Mark		C	IN08	2024	4/7/2024	10056838
Hon.	Meuser	Daniel		O	PA09	2024	8/13/2025	10067161
Hon.	Meuser	Daniel		P	PA09	2024	3/21/2024	20024710
Hon.	Meuser	Daniel		P	PA09	2024	5/13/2024	20025061
Hon.	Meuser	Daniel		P	PA09	2024	8/3/2024	20025438
Hon.	Meuser	Daniel		X	PA09	2024	5/2/2025	30023011
	Meyer	Joe		D	OR03	2024	10/18/2024	40003692
Hon.	Mfume	Kweisi		O	MD07	2024	8/13/2025	10069174
Hon.	Mfume	Kweisi		X	MD07	2024	5/15/2025	30023990
Hon.	Mfume	Kweisi		X	MD07	2024	7/15/2025	30025263
	Mikhlin	Artur Anton		C	MO03	2024	11/4/2024	10063079
	Miller	Adam Clay		A	OH15	2024	4/2/2026	10075001
	Miller	Adam Clay		C	OH15	2024	4/2/2026	10074995
Hon.	Miller	Carol Devine		O	WV01	2024	8/13/2025	10069124
Hon.	Miller	Carol Devine		P	WV01	2024	6/5/2024	20025203
Hon.	Miller	Carol Devine		P	WV01	2024	9/13/2024	20025855
Hon.	Miller	Carol Devine		X	WV01	2024	5/15/2025	30023933
Hon.	Miller	Mary		O	IL15	2024	8/12/2025	10067030
Hon.	Miller	Mary		X	IL15	2024	4/30/2025	30022946
Hon.	Miller	Max		O	OH07	2024	8/8/2025	10066804
Hon.	Miller	Max		P	OH07	2024	1/26/2024	20024380
Hon.	Miller	Max		P	OH07	2024	2/9/2024	20024472
Hon.	Miller	Max		P	OH07	2024	2/16/2024	20024519
Hon.	Miller	Max		P	OH07	2024	3/18/2024	20024705
Hon.	Miller	Max		P	OH07	2024	4/1/2024	20024772
Hon.	Miller	Max		P	OH07	2024	6/24/2024	20025328
Hon.	Miller	Max		P	OH07	2024	6/28/2024	20025345
Hon.	Miller	Max		P	OH07	2024	8/28/2024	20025740
Hon.	Miller	Max		P	OH07	2024	9/10/2024	20025831
Hon.	Miller	Max		P	OH07	2024	10/28/2024	20026090
Hon.	Miller	Max		P	OH07	2024	10/28/2024	20026097
Hon.	Miller	Max		P	OH07	2024	11/15/2024	20026231
Hon.	Miller	Max		P	OH07	2024	12/5/2024	20026340
Hon.	Miller	Max		P	OH07	2024	12/29/2024	20026480
Hon.	Miller	Max		X	OH07	2024	4/28/2025	30022864
	Miller	Otto Dean		C	NY21	2024	12/17/2024	10063174
	Miller	Trent		C	FL16	2024	6/14/2024	10062274
Hon.	Miller-Meeks	Mariannette Jane		O	IA01	2024	5/11/2025	10067915
	Milleron	Nadia D.		C	MA01	2024	5/15/2024	10060854
Hon.	Mills	Cory		O	FL07	2024	8/13/2025	10068479
Hon.	Mills	Cory		X	FL07	2024	5/14/2025	30023601
	Min	Dave		C	CA47	2024	8/9/2024	10059789
Hon.	Min	Dave		A	CA47	2024	8/13/2025	10071825
Hon.	Min	Dave		A	CA47	2024	8/13/2026	10081461
Hon.	Min	Dave		H	CA47	2024	8/13/2025	10066069
Hon.	Min	Dave		X	CA47	2024	4/16/2025	30022663
	Min	David		X	CA47	2024	5/17/2024	30021763
	Mink	Austin James		D	IL10	2024	6/26/2024	40003673
	Miskus	Dakotah		C	IN01	2024	7/2/2024	10062391
	Mitchell	Christopher Douglas		C	CO05	2024	5/15/2024	10061757
	Mitchell	Ken		C	VA06	2024	6/18/2024	10062303
	Mohan	Rajesh		C	NJ03	2024	5/3/2024	10056890
	Monhollen	Brandon		C	KY05	2024	2/2/2024	10056701
	Montanez Berrios (Dmb)	Deliris		C	TX16	2024	5/15/2024	10061618
	Montavon	Matthew		C	FL17	2024	5/13/2024	10060734
Hon.	Moolenaar	John Mr		O	MI02	2024	5/14/2025	10067758
	Moon	Clifford E.		C	WA07	2024	5/9/2024	10060340
Hon.	Moore	Blake		O	UT01	2024	7/10/2025	10066531
Hon.	Moore	Blake		P	UT01	2024	1/24/2024	20024354
Hon.	Moore	Blake		X	UT01	2024	4/22/2025	30022779
Hon.	Moore	Felix Barry		O	AL01	2024	5/1/2025	10067082
Hon.	Moore	Felix Barry		P	AL02	2024	4/18/2024	20024836
Hon.	Moore	Gwen		O	WI04	2024	5/13/2025	8221127
	Moore	Michael B.		C	SC01	2024	9/10/2024	10058813
	Moore	Michael B.		X	SC01	2024	4/30/2024	30020913
	Moore	Riley		C	WV02	2024	5/29/2024	10062012
	Moore	Riley		X	WV02	2024	5/15/2024	8220394
Hon.	Moore	Riley M.		H	WV02	2024	8/13/2025	10071948
	Moore	Tim		C	NC14	2024	5/15/2024	10059443
Hon.	Moore	Tim		A	NC14	2024	7/17/2025	10071812
Hon.	Moore	Tim		A	NC14	2024	5/14/2026	10076901
Hon.	Moore	Tim		H	NC14	2024	7/26/2025	10067159
Hon.	Moore	Tim		X	NC14	2024	5/2/2025	30023009
	Morales	Eduardo		X	OR03	2024	5/8/2024	30021084
	Morales	Jesus Andy		C	CA20	2024	4/18/2024	10057705
Hon.	Moran	Nathaniel Quentin		O	TX01	2024	8/13/2025	10068118
Hon.	Moran	Nathaniel Quentin		X	TX01	2024	5/12/2025	30023425
Hon.	Morelle	Joseph D.		O	NY25	2024	7/25/2025	10068699
Hon.	Morelle	Joseph D.		X	NY25	2024	5/14/2025	30023757
	Morgan	Adam		C	SC04	2024	5/22/2024	10061946
	Morrison	Kelly Louise		C	MN03	2024	8/13/2024	10060026
	Morrison	Kelly Louise		X	MN03	2024	5/14/2024	8220294
Hon.	Morrison	Kelly Louise		A	MN03	2024	7/20/2025	10071767
Hon.	Morrison	Kelly Louise		H	MN03	2024	7/20/2025	10066693
Hon.	Morrison	Kelly Louise		X	MN03	2024	5/2/2025	30023017
	Morse	Andrea S.		A	NY11	2024	7/22/2024	10062512
	Morse	Andrea S.		C	NY11	2024	7/14/2024	10062442
	Morse	Jessica		C	CA03	2024	5/9/2024	10059041
Hon.	Moskowitz	Jared		O	FL23	2024	8/13/2025	10072022
Hon.	Moskowitz	Jared		P	FL23	2024	1/22/2024	20024286
Hon.	Moskowitz	Jared		P	FL23	2024	8/6/2024	20024672
Hon.	Moskowitz	Jared		P	FL23	2024	8/19/2024	20025680
Hon.	Moskowitz	Jared		P	FL23	2024	8/21/2024	20025712
Hon.	Moskowitz	Jared		P	FL23	2024	12/9/2024	20026346
Hon.	Moskowitz	Jared		X	FL23	2024	5/9/2025	8220878
	Moss	Richard		C	IN08	2024	4/7/2024	10056904
	Moss	Richard		X	IN08	2024	2/21/2024	30019611
Hon.	Moulton	Seth		O	MA06	2024	5/14/2025	10067208
Hon.	Moylan	James C.		O	GU00	2024	5/15/2025	10067123
Hon.	Mrvan	Frank J.		O	IN01	2024	5/14/2025	10068679
	Muir	Brendan		C	MI04	2024	6/19/2024	10062311
Hon.	Mullin	Kevin		O	CA15	2024	5/14/2025	10068343
	Munn	John		C	CA04	2024	5/3/2024	10058981
Hon.	Murphy	Greg Francis		A	NC03	2024	5/11/2026	10077383
Hon.	Murphy	Greg Francis		O	NC03	2024	8/13/2025	10067151
Hon.	Murphy	Gregory Francis		X	NC03	2024	5/2/2025	30023003
	Murphy	Michael Anthony		A	PA04	2024	5/27/2024	10061982
	Murphy	Michael Anthony		C	PA04	2024	5/26/2024	10059870
Hon.	Nadler	Jerrold		A	NY12	2024	5/15/2025	8221139
Hon.	Nadler	Jerrold		O	NY12	2024	5/14/2025	8221138
	Nasar	Ahsan		C	VA11	2024	5/13/2024	10060869
Hon.	Neal	Richard E.		O	MA01	2024	5/15/2025	10067619
Hon.	Neguse	Joseph		O	CO02	2024	8/10/2025	10067275
Hon.	Neguse	Joseph		X	CO02	2024	5/4/2025	30023036
